Customer_ID,Age,Gender,Annual_Income,Education,Location_Type,Account_Age_Days,Membership_Type,Payment_Method,Total_Purchases,Total_Amount_Spent,Avg_Order_Value,Days_Since_Last_Purchase,Purchase_Frequency,Visits_Per_Month,Time_Per_Visit_Minutes,Product_Views_Per_Visit,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Contacts,Satisfaction_Score,NPS,Referrals,Loyalty_Points,Complaints,Favorite_Category,Num_Categories_Shopped,Discount_Usage_Rate,Returns_Rate,Churn_Risk_Score,Churned
CUST0256,32,Female,43171,High School,Rural,434,Basic,Credit Card,14,1723.58,123.11,17,0.97,5.1,4.9,9,57.2,69.5,2,7.8,,2,0,1,Electronics,2,51.0,11.2,56.9,1
CUST0257,59,Female,81679,Bachelor,Urban,1346,Basic,Debit Card,54,3685.56,68.25,34,1.2,8.3,2.7,10,16.8,25.6,0,8.7,,2,0,1,Clothing,1,74.1,15.9,24.0,0
CUST0258,29,Female,46225,Bachelor,Urban,989,Basic,Debit Card,38,3036.6,79.91,10,1.15,4.5,4.8,7,37.6,29.8,1,7.7,49.0,1,0,0,Beauty,4,18.7,21.4,20.9,0
CUST0259,46,Male,59654,High School,Urban,279,Basic,PayPal,16,1392.89,87.06,75,1.72,9.9,4.5,12,59.8,25.8,0,8.1,41.0,2,1063,0,Books,4,16.9,39.3,36.2,0
CUST0260,51,Male,95955,Bachelor,Urban,634,Basic,Credit Card,21,2321.18,110.53,66,0.99,5.7,3.8,9,69.8,54.7,2,6.5,29.0,1,496,1,Books,5,45.6,3.8,39.2,0
CUST0261,26,Female,38393,Bachelor,Urban,58,VIP,Bank Transfer,7,805.99,115.14,7,3.62,6.3,5.9,5,66.5,,3,5.9,14.0,0,0,3,Beauty,3,13.8,13.0,86.2,1
CUST0262,39,Male,61000,High School,Suburban,1516,Basic,Credit Card,55,6236.51,113.39,28,1.09,8.3,1.2,6,60.8,47.2,4,3.6,-25.0,0,607,0,Beauty,3,37.0,6.6,58.3,1
CUST0263,18,Female,20000,High School,Urban,1333,Basic,Credit Card,52,3200.45,61.55,67,1.17,24.9,16.8,9,80.6,21.5,1,7.7,57.0,5,0,0,Sports,2,34.3,12.0,63.3,0
CUST0264,24,Female,36918,Bachelor,Suburban,71,Premium,Credit Card,0,0.0,0.0,18,0.0,11.0,4.6,7,70.5,63.5,2,6.7,49.0,1,578,1,Clothing,4,11.6,5.1,52.1,1
CUST0265,36,Male,68566,High School,Urban,142,Basic,Credit Card,0,0.0,0.0,45,0.0,3.0,5.1,11,52.4,48.0,0,7.5,43.0,3,0,1,Electronics,3,12.3,8.2,35.2,0
CUST0266,21,Male,20000,Master,Urban,42,Basic,Credit Card,7,1708.62,244.09,2,5.0,6.7,12.5,4,76.8,18.1,1,8.4,55.0,1,425,1,Clothing,1,43.5,21.8,76.6,1
CUST0267,64,Female,85518,Master,Rural,126,Basic,Bank Transfer,2,167.93,83.97,42,0.48,5.3,7.4,8,27.3,42.9,3,7.7,43.0,1,0,1,Beauty,3,51.5,13.2,33.3,0
CUST0268,18,Male,20000,PhD,Urban,677,Basic,Credit Card,19,1070.46,56.34,7,0.84,5.1,3.7,4,57.4,56.2,0,6.6,22.0,0,0,0,Books,2,40.3,23.4,18.3,0
CUST0269,33,Female,30872,High School,Suburban,190,Basic,Credit Card,0,0.0,0.0,79,0.0,5.2,4.1,9,52.8,15.3,1,4.8,0.0,0,621,1,Clothing,3,26.0,20.6,37.0,0
CUST0270,41,Male,52051,PhD,Suburban,37,Premium,Credit Card,0,0.0,0.0,19,0.0,6.8,10.3,9,63.3,73.7,3,7.4,27.0,0,0,1,Books,2,59.7,25.3,38.6,0
CUST0271,61,Female,84797,Bachelor,Urban,167,Premium,PayPal,4,101.37,25.34,14,0.72,4.6,11.2,7,27.0,36.2,0,8.1,47.0,2,0,0,Books,2,18.8,10.9,42.9,0
CUST0272,18,Male,35826,Bachelor,Rural,1593,Basic,PayPal,63,7217.47,114.56,82,1.19,4.6,3.4,9,57.8,30.7,0,7.4,49.0,0,1035,0,Home & Garden,1,26.9,4.6,29.9,0
CUST0273,57,Female,90998,High School,Urban,397,Basic,Credit Card,13,1504.42,115.72,2,0.98,5.3,12.3,7,12.5,32.3,0,6.9,57.0,3,382,2,Electronics,1,32.9,5.3,55.5,0
CUST0274,40,Male,65654,High School,Rural,215,Basic,Credit Card,6,345.95,57.66,22,0.84,5.1,1.4,12,64.4,32.7,2,5.7,0.0,0,69,0,Sports,2,48.2,22.9,38.9,0
CUST0275,25,Female,49263,Bachelor,Urban,72,Premium,Credit Card,7,646.35,92.34,20,2.92,4.0,13.4,11,25.7,25.6,2,6.5,36.0,1,312,2,Beauty,2,64.9,12.7,63.6,1
CUST0276,46,Male,69929,Bachelor,Rural,1712,Basic,Credit Card,61,4249.65,69.67,15,1.07,12.8,6.6,7,79.9,50.8,3,8.9,74.0,0,119,1,Electronics,2,72.2,1.9,48.2,0
CUST0277,42,Female,71767,High School,Urban,687,Basic,Credit Card,27,833.28,30.86,109,1.18,6.1,12.2,9,59.0,25.3,3,4.7,1.0,0,1049,1,Clothing,5,14.4,1.8,69.3,1
CUST0278,30,Female,44202,Bachelor,Suburban,132,Premium,Debit Card,14,1536.6,109.76,62,3.18,7.1,8.0,11,70.3,22.4,1,7.2,45.0,0,0,0,Beauty,4,22.0,17.1,51.1,1
CUST0279,41,Male,68320,High School,Suburban,30,Basic,Credit Card,0,0.0,0.0,2,0.0,6.6,3.6,9,57.1,26.5,1,6.9,38.0,2,581,3,Beauty,1,48.0,26.4,60.4,0
CUST0280,34,Male,44049,Bachelor,Rural,30,Basic,Debit Card,0,0.0,0.0,56,0.0,4.9,4.8,8,35.4,39.8,1,3.5,9.0,1,94,0,Home & Garden,1,20.4,20.5,43.0,0
CUST0281,41,Male,27758,Bachelor,Rural,51,Basic,Credit Card,5,1209.79,241.96,33,2.94,3.9,3.7,4,31.1,48.4,2,9.9,100.0,3,429,0,Books,4,38.7,23.6,49.4,1
CUST0282,49,Female,74326,Master,Suburban,347,VIP,Bank Transfer,32,2570.02,80.31,104,2.77,13.7,2.9,10,57.2,35.4,0,8.0,55.0,0,654,0,Electronics,6,20.6,5.7,43.1,0
CUST0283,63,Female,115601,Master,Rural,1056,VIP,Bank Transfer,105,2028.48,19.32,16,2.98,4.1,7.2,10,51.9,40.9,2,9.8,,5,480,1,Books,2,24.9,19.2,78.7,1
CUST0284,21,Female,42633,Bachelor,Urban,274,Premium,Debit Card,20,2873.86,143.69,38,2.19,4.3,1.0,9,40.1,35.3,3,3.5,-27.0,1,0,1,Books,2,41.9,21.3,57.5,1
CUST0285,71,Male,117221,Bachelor,Urban,740,Basic,Credit Card,28,3504.64,125.17,31,1.14,16.5,4.6,11,74.3,51.9,1,10.0,100.0,1,207,0,Home & Garden,2,32.0,12.7,45.6,1
CUST0286,18,Male,41252,Bachelor,Urban,236,Premium,Credit Card,6,801.93,133.66,30,0.76,5.3,5.5,8,44.5,35.5,7,3.1,-18.0,0,0,0,Beauty,3,21.8,9.7,81.3,1
CUST0287,37,Female,59190,Master,Urban,493,VIP,Debit Card,52,2118.12,40.73,27,3.16,8.3,1.0,9,23.1,49.3,2,3.6,-62.0,0,62,0,Beauty,2,14.8,13.1,53.1,1
CUST0288,48,Female,77870,Bachelor,Urban,526,VIP,PayPal,51,4635.17,90.89,10,2.91,6.4,6.5,10,73.7,41.0,2,4.9,-8.0,3,624,0,Electronics,1,77.5,16.5,93.4,1
CUST0289,44,Other,59725,High School,Suburban,76,Basic,Debit Card,6,476.96,79.49,63,2.37,8.0,8.0,4,62.0,32.9,5,2.8,-52.0,0,351,1,Home & Garden,2,35.4,16.6,75.0,1
CUST0290,30,Male,41009,High School,Urban,179,Premium,PayPal,15,1076.71,71.78,27,2.51,21.9,7.2,11,68.8,40.0,1,,1.0,0,303,0,Books,2,53.1,25.6,50.9,1
CUST0291,36,Female,65427,Bachelor,Suburban,405,Basic,Bank Transfer,21,3467.68,165.13,143,1.56,4.5,7.1,12,53.2,20.7,2,4.5,-33.0,0,0,0,Electronics,4,48.6,22.0,35.8,0
CUST0292,32,Male,67368,Bachelor,Urban,30,Basic,Credit Card,7,566.89,80.98,13,7.0,12.8,5.6,8,23.1,33.3,1,7.9,54.0,2,0,1,Beauty,4,25.1,22.1,33.1,0
CUST0293,31,Male,45448,Master,Urban,179,Premium,Debit Card,18,1115.42,61.97,51,3.02,13.6,2.3,7,82.3,59.2,0,7.6,63.0,5,0,0,Books,3,48.8,4.2,79.7,1
CUST0294,52,Female,73757,High School,Suburban,306,Basic,Credit Card,17,1046.78,61.58,127,1.67,12.9,1.0,5,25.8,41.4,1,7.6,33.0,1,0,0,Books,2,43.1,10.1,52.4,1
CUST0295,45,Female,70508,Bachelor,Suburban,2000,VIP,Credit Card,200,7722.71,38.61,49,3.0,21.3,4.5,10,35.5,30.5,1,10.0,100.0,1,354,0,Electronics,1,36.7,3.5,43.8,0
CUST0296,29,Other,52958,Master,Suburban,257,Basic,Debit Card,8,686.11,85.76,92,0.93,1.0,3.6,8,46.7,34.8,2,5.8,22.0,0,69,0,Sports,4,23.0,12.9,32.9,0
CUST0297,53,Male,60202,Master,Suburban,677,Premium,Credit Card,49,8441.51,172.28,79,2.17,2.3,5.5,6,31.3,45.4,3,4.1,7.0,0,1551,0,Home & Garden,2,28.3,13.3,67.5,1
CUST0298,44,Male,34547,Bachelor,Urban,226,VIP,PayPal,26,1694.93,65.19,20,3.45,3.8,2.8,4,75.6,34.9,1,4.8,5.0,1,0,0,Clothing,3,43.2,6.9,69.4,1
CUST0299,52,Female,72252,Bachelor,Suburban,636,VIP,Credit Card,62,5822.1,93.9,41,2.92,5.6,10.6,10,52.6,51.1,0,6.0,19.0,0,17,1,Beauty,3,52.6,17.0,74.4,1
CUST0300,49,Female,58029,Bachelor,Urban,361,Basic,Debit Card,14,995.19,71.08,7,1.16,10.0,1.3,6,26.7,35.3,1,5.1,8.0,0,0,1,Books,5,44.3,22.4,37.7,0
CUST0301,27,Male,32638,Master,Urban,870,Basic,Debit Card,28,2123.64,75.84,34,0.97,4.0,3.2,7,26.8,27.4,2,9.1,93.0,1,381,3,Beauty,1,44.0,27.9,53.6,0
CUST0302,31,Male,45323,High School,Urban,211,Premium,Debit Card,9,1155.37,128.37,11,1.28,4.0,4.3,7,25.8,54.5,1,4.4,-9.0,0,727,1,Home & Garden,4,43.7,27.2,47.9,0
CUST0303,51,Male,72341,Master,Urban,370,Basic,Credit Card,18,688.76,38.26,61,1.46,8.9,7.2,11,23.2,35.5,4,7.6,63.0,0,25,0,Home & Garden,2,25.4,4.1,37.2,0
CUST0304,49,Female,98127,Bachelor,Urban,397,VIP,PayPal,39,1063.65,27.27,33,2.95,11.8,7.3,11,28.7,54.2,3,4.7,-11.0,1,0,2,Electronics,1,42.0,4.0,84.3,1
CUST0305,39,Male,66041,Bachelor,Rural,216,VIP,Debit Card,31,4458.3,143.82,23,4.31,8.1,9.6,5,48.9,61.2,1,5.1,20.0,0,0,1,Electronics,4,44.5,10.2,71.4,1
CUST0306,41,Male,68847,High School,Rural,62,Basic,Debit Card,0,0.0,0.0,14,0.0,12.2,8.7,6,83.8,39.5,4,5.6,5.0,1,94,0,Electronics,4,45.6,20.7,43.5,0
CUST0307,59,Male,98873,Bachelor,Urban,39,Basic,Credit Card,0,0.0,0.0,298,0.0,1.9,4.5,6,37.2,30.3,3,7.4,38.0,1,497,1,Home & Garden,1,9.9,28.7,79.9,1
CUST0308,31,Male,30458,Bachelor,Urban,30,Basic,Debit Card,1,271.15,271.15,3,1.0,4.6,9.2,7,18.4,10.3,4,2.6,-55.0,2,934,0,Electronics,3,55.3,4.7,64.2,1
CUST0309,48,Male,90497,High School,Urban,827,VIP,PayPal,88,10975.14,124.72,2,3.19,3.7,4.6,8,83.3,,2,7.6,38.0,1,506,0,Clothing,1,24.8,19.9,52.8,1
CUST0310,36,Female,55054,Bachelor,Urban,107,Basic,Debit Card,5,223.45,44.69,11,1.4,5.3,1.2,7,52.6,39.3,2,7.9,69.0,1,92,2,Home & Garden,3,27.2,9.8,47.5,0
CUST0311,36,Male,66247,PhD,Rural,95,Basic,PayPal,4,598.11,149.53,159,1.26,7.8,1.4,9,66.3,52.9,2,7.4,25.0,0,0,0,Electronics,3,62.7,18.2,28.5,0
CUST0312,56,Female,69712,Bachelor,Urban,532,Basic,Debit Card,12,1516.6,126.38,174,0.68,1.5,4.2,9,41.9,27.5,1,4.4,-18.0,0,0,0,Books,3,11.2,11.0,51.2,1
CUST0313,52,Male,57204,Bachelor,Suburban,154,Premium,Credit Card,4,20.36,5.09,47,0.78,5.3,2.1,9,48.7,23.9,3,,10.0,0,0,2,Home & Garden,1,68.7,13.6,48.5,0
CUST0314,52,Female,92778,High School,Urban,282,Basic,Credit Card,11,964.28,87.66,95,1.17,4.6,4.8,11,21.7,23.1,4,2.8,-44.0,1,0,1,Sports,3,17.9,9.8,55.8,1
CUST0315,59,Female,95186,Bachelor,Rural,70,Basic,Credit Card,0,0.0,0.0,10,0.0,2.1,8.9,14,51.8,39.3,1,7.1,41.0,3,0,0,Sports,1,19.9,13.6,39.5,0
CUST0316,40,Female,49219,High School,Urban,1285,VIP,Debit Card,125,9468.53,75.75,160,2.92,12.4,3.9,7,50.5,39.0,3,8.2,63.0,2,2186,0,Home & Garden,3,15.5,31.6,88.3,1
CUST0317,50,Female,64705,Bachelor,Suburban,763,VIP,PayPal,78,19072.86,244.52,6,3.07,8.1,1.0,5,52.0,59.7,3,7.9,61.0,3,1677,0,Home & Garden,1,30.7,11.8,67.3,1
CUST0318,35,Male,71382,Master,Urban,797,Premium,Credit Card,48,6311.14,131.48,4,1.81,5.4,7.6,9,65.2,66.0,2,5.5,-4.0,0,1125,0,Sports,4,50.2,5.6,44.0,0
CUST0319,44,Male,51149,Bachelor,Suburban,208,Basic,Debit Card,14,1982.84,141.63,5,2.02,23.8,3.6,11,82.3,21.2,1,5.7,7.0,0,0,0,Books,4,29.7,41.1,48.1,0
CUST0320,38,Female,84150,High School,Urban,574,Basic,Debit Card,25,1779.35,71.17,38,1.31,2.3,4.3,7,88.8,18.6,0,9.0,76.0,2,1294,0,Books,2,38.6,9.3,34.1,0
CUST0321,41,Other,50831,Bachelor,Urban,62,Premium,Debit Card,0,0.0,0.0,68,0.0,24.7,20.0,5,34.0,19.5,0,8.5,78.0,0,169,0,Books,4,13.3,11.8,24.5,0
CUST0322,48,Female,84486,Bachelor,Rural,30,Basic,Credit Card,0,0.0,0.0,20,0.0,6.8,9.6,14,40.3,52.3,1,9.0,94.0,2,418,0,Clothing,2,50.1,19.5,15.7,0
CUST0323,27,Female,35331,Bachelor,Rural,30,VIP,Credit Card,0,0.0,0.0,171,0.0,4.3,11.2,14,49.6,37.0,0,9.1,81.0,1,0,2,Beauty,4,39.3,20.0,34.9,0
CUST0324,71,Female,111788,Master,Rural,353,Premium,Credit Card,19,2432.76,128.04,25,1.61,5.5,4.0,9,37.7,32.4,5,2.4,-41.0,0,731,1,Beauty,3,27.4,15.0,76.2,1
CUST0325,24,Male,26428,Master,Suburban,243,Basic,Credit Card,11,1383.95,125.81,7,1.36,6.0,17.2,12,49.0,65.4,0,9.1,82.0,5,305,0,Clothing,2,72.2,8.0,36.8,1
CUST0326,21,Male,26298,Bachelor,Suburban,291,VIP,Credit Card,27,770.78,28.55,28,2.78,26.9,2.5,10,93.2,42.5,2,6.5,29.0,0,0,0,Books,1,58.2,7.9,57.1,1
CUST0327,57,Female,87674,Bachelor,Urban,30,VIP,Credit Card,5,1074.72,214.94,51,5.0,10.0,1.3,12,64.3,44.3,2,7.2,56.0,1,0,0,Sports,5,35.8,8.1,88.3,1
CUST0328,51,Female,64107,High School,Urban,219,Basic,Debit Card,0,0.0,0.0,80,0.0,3.2,19.2,8,26.1,61.3,1,6.0,-2.0,1,0,0,Clothing,4,41.7,42.3,46.0,0
CUST0329,49,Male,87452,High School,Urban,506,Premium,Credit Card,37,11039.62,298.37,27,2.19,13.6,1.0,10,71.5,36.6,5,3.9,-16.0,0,942,1,Electronics,3,64.9,3.0,77.9,1
CUST0330,49,Female,68642,Bachelor,Suburban,233,Basic,Bank Transfer,4,520.9,130.23,40,0.52,6.0,3.6,8,12.0,42.6,1,6.2,13.0,0,486,1,Beauty,2,45.9,24.9,36.4,0
CUST0331,39,Male,57711,Bachelor,Urban,527,Basic,Credit Card,17,2106.39,123.91,13,0.97,0.4,7.6,11,44.8,31.5,6,4.4,4.0,0,94,0,Clothing,3,64.2,12.5,32.8,0
CUST0332,26,Female,23475,Bachelor,Urban,106,Basic,Credit Card,3,137.99,46.0,46,0.85,13.4,4.0,9,45.1,30.9,2,6.5,20.0,0,0,1,Sports,3,65.6,14.6,44.4,0
CUST0333,41,Male,25905,Bachelor,Suburban,670,Premium,Credit Card,38,2211.61,58.2,192,1.7,13.6,3.1,8,48.2,60.0,1,8.7,70.0,5,544,0,Sports,1,42.6,7.1,82.4,1
CUST0334,29,Male,41075,High School,Suburban,355,VIP,Credit Card,29,5952.24,205.25,2,2.45,6.3,5.3,14,45.6,33.3,2,5.0,-23.0,0,1241,0,Home & Garden,5,10.0,21.3,64.5,1
CUST0335,54,Female,119379,Bachelor,Urban,94,Premium,PayPal,11,2094.02,190.37,97,3.51,4.8,5.1,10,17.2,,2,4.5,-4.0,1,0,0,Sports,1,15.0,4.1,78.4,1
CUST0336,37,Male,69629,High School,Urban,108,Basic,Credit Card,5,362.06,72.41,37,1.39,14.6,5.8,7,73.2,21.9,2,3.7,-33.0,0,938,1,Books,3,39.0,5.1,47.8,0
CUST0337,27,Female,39971,High School,Urban,395,Premium,Bank Transfer,31,2128.4,68.66,13,2.35,4.6,11.9,9,69.4,24.0,2,6.3,18.0,0,911,0,Sports,2,47.0,5.5,38.9,0
CUST0338,35,Female,50557,Master,Urban,708,Basic,PayPal,25,1747.85,69.91,139,1.06,16.9,7.9,8,62.2,16.7,1,5.7,14.0,0,0,2,Clothing,4,49.0,23.6,48.9,0
CUST0339,46,Female,72327,High School,Urban,214,VIP,Debit Card,22,3302.32,150.11,29,3.08,4.7,4.4,10,41.0,56.9,2,5.9,-6.0,0,0,0,Clothing,2,46.7,1.6,63.2,1
CUST0340,31,Male,55747,Bachelor,Suburban,119,Basic,Debit Card,0,0.0,0.0,18,0.0,7.4,6.3,10,76.3,50.3,1,6.5,20.0,0,526,1,Clothing,2,19.7,17.1,39.7,0
CUST0341,27,Male,22548,High School,Suburban,806,Basic,Debit Card,25,2514.1,100.56,9,0.93,10.8,1.0,10,54.8,15.8,3,3.3,-36.0,0,0,0,Sports,3,57.5,2.3,38.6,0
CUST0342,43,Male,84175,Master,Suburban,442,Basic,Credit Card,14,1225.17,87.51,12,0.95,9.2,4.7,6,92.3,30.6,3,4.9,21.0,0,0,0,Books,1,39.7,12.1,50.3,1
CUST0343,43,Other,78191,Bachelor,Urban,237,Premium,Debit Card,25,1797.5,71.9,80,3.16,4.4,6.7,12,25.4,73.1,2,7.0,44.0,10,0,0,Beauty,4,41.0,8.4,84.2,1
CUST0344,32,Female,60083,High School,Suburban,267,Basic,Credit Card,12,3420.61,285.05,42,1.35,10.4,2.8,6,47.7,54.0,2,6.3,33.0,2,345,0,Books,6,15.7,26.4,34.0,0
CUST0345,32,Female,55887,Bachelor,Urban,91,Premium,Credit Card,13,402.04,30.93,110,4.29,13.1,3.7,4,56.5,38.6,4,4.7,-5.0,0,772,0,Home & Garden,2,18.1,6.3,84.2,1
CUST0346,43,Female,67754,Bachelor,Suburban,394,Basic,Debit Card,16,1007.04,62.94,11,1.22,3.3,9.6,14,70.8,17.7,3,5.8,66.0,5,288,2,Electronics,2,38.0,9.6,59.0,1
CUST0347,18,Female,32803,PhD,Suburban,177,Basic,Debit Card,2,193.01,96.5,5,0.34,11.0,2.1,13,25.9,40.0,1,6.1,36.0,3,528,0,Books,3,22.9,3.9,37.1,0
CUST0348,18,Female,31587,High School,Urban,2000,Basic,PayPal,67,1778.77,26.55,0,1.0,7.2,9.8,9,57.1,20.0,0,6.8,6.0,0,1,0,Beauty,3,58.0,31.7,24.5,0
CUST0349,29,Male,38629,Master,Urban,261,VIP,Credit Card,27,1504.13,55.71,31,3.1,3.5,14.8,10,53.1,46.6,1,5.3,9.0,0,199,0,Beauty,4,46.3,5.8,49.3,0
CUST0350,36,Female,47586,Master,Rural,266,VIP,PayPal,21,5097.74,242.75,287,2.37,10.0,3.8,4,26.1,54.5,1,10.0,100.0,2,0,0,Clothing,2,31.7,24.3,73.7,1
CUST0351,44,Male,70518,Master,Urban,333,Basic,Credit Card,9,1228.93,136.55,53,0.81,14.2,2.1,8,37.5,50.8,4,6.1,,0,74,0,Home & Garden,4,12.3,7.1,33.2,0
CUST0352,62,Female,116345,Bachelor,Suburban,994,Basic,Credit Card,32,1773.36,55.42,16,0.97,5.1,2.9,4,54.7,57.0,1,8.8,77.0,1,0,0,Beauty,2,32.9,15.9,21.0,0
CUST0353,52,Female,61923,Bachelor,Urban,645,Basic,Credit Card,29,1575.71,54.33,94,1.35,10.4,14.1,6,57.4,42.1,5,,12.0,0,77,0,Books,3,83.6,18.3,47.1,1
CUST0354,37,Female,35847,Bachelor,Suburban,239,Premium,Debit Card,5,155.49,31.1,68,0.63,6.0,2.0,11,15.0,68.3,1,8.7,61.0,3,0,1,Books,2,34.8,7.6,50.3,0
CUST0355,39,Male,63611,Master,Urban,507,Basic,Credit Card,22,1330.76,60.49,0,1.3,12.3,2.1,5,20.5,63.9,0,8.3,86.0,4,0,0,Electronics,3,52.8,35.7,36.9,1
CUST0356,24,Male,35353,Bachelor,Urban,352,VIP,Debit Card,30,3336.49,111.22,76,2.56,16.0,1.0,11,41.9,26.7,1,3.9,-31.0,0,1387,1,Electronics,2,47.1,14.1,65.9,1
CUST0357,39,Male,63740,Bachelor,Suburban,271,VIP,PayPal,20,2005.27,100.26,16,2.21,9.7,3.6,7,59.5,28.1,0,6.1,13.0,0,1084,0,Electronics,2,44.6,0.5,52.6,1
CUST0358,35,Male,58159,Bachelor,Urban,85,Basic,Debit Card,8,500.32,62.54,7,2.82,13.1,5.9,12,34.7,45.4,6,4.5,-23.0,0,758,0,Books,2,42.2,16.6,63.1,1
CUST0359,44,Male,65642,Bachelor,Urban,249,Basic,Debit Card,11,473.01,43.0,11,1.33,14.7,12.8,5,50.9,58.0,1,7.0,24.0,2,944,1,Beauty,4,12.4,27.0,50.1,1
CUST0360,27,Female,62608,Master,Urban,112,VIP,PayPal,17,1212.22,71.31,28,4.55,5.1,3.9,3,82.1,33.1,6,4.5,-17.0,0,830,1,Books,3,67.2,5.6,84.0,1
CUST0361,47,Female,49446,High School,Urban,985,Premium,PayPal,69,4853.03,70.33,24,2.1,5.9,7.5,8,76.4,35.8,1,6.2,15.0,0,474,0,Clothing,3,25.8,12.8,59.9,1
CUST0362,62,Male,80683,Master,Urban,163,Basic,Debit Card,15,1898.72,126.58,15,2.76,10.6,3.0,9,39.6,35.7,0,6.5,11.0,2,127,0,Sports,3,59.0,24.3,58.6,1
CUST0363,38,Male,57961,Bachelor,Urban,1216,Basic,Credit Card,43,3949.26,91.84,8,1.06,18.5,1.8,6,82.4,32.2,2,7.2,44.0,0,512,2,Electronics,3,25.1,39.6,45.2,0
CUST0364,46,Male,47342,Master,Rural,304,Basic,PayPal,9,761.62,84.62,64,0.89,2.8,11.7,5,37.4,35.4,3,5.7,-23.0,0,0,0,Clothing,2,50.6,15.0,38.2,0
CUST0365,50,Female,75112,Bachelor,Urban,399,Basic,Debit Card,15,2364.61,157.64,207,1.13,11.5,5.8,5,13.1,40.1,3,7.0,41.0,2,0,0,Clothing,2,32.6,35.8,58.2,1
CUST0366,33,Female,75982,Bachelor,Suburban,313,Basic,Credit Card,16,3030.09,189.38,67,1.53,17.5,7.9,9,89.3,26.9,2,4.7,9.0,0,451,2,Beauty,3,22.0,9.6,60.0,1
CUST0367,43,Female,67773,Master,Urban,55,Basic,Credit Card,0,0.0,0.0,15,0.0,7.0,5.7,7,52.4,50.8,2,6.7,27.0,1,0,1,Home & Garden,1,27.0,2.7,41.7,0
CUST0368,40,Female,66211,High School,Urban,188,Premium,PayPal,9,909.05,101.01,12,1.44,8.0,1.2,6,29.6,26.2,0,,32.0,1,159,0,Clothing,2,60.4,18.3,26.7,0
CUST0369,41,Other,45438,Master,Rural,41,Basic,Credit Card,0,0.0,0.0,11,0.0,7.8,9.6,9,76.3,45.8,0,6.5,26.0,0,0,0,Electronics,3,18.3,17.4,29.0,0
CUST0370,28,Female,32865,Bachelor,Urban,390,Basic,Bank Transfer,2,91.18,45.59,6,0.15,7.5,2.8,10,40.7,,1,6.5,64.0,2,0,0,Sports,1,13.6,26.8,44.1,0
CUST0371,40,Male,57122,Bachelor,Rural,236,Basic,Credit Card,8,1059.19,132.4,36,1.02,4.3,7.2,6,26.2,33.5,2,3.6,-14.0,0,201,1,Clothing,1,35.2,31.8,36.6,0
CUST0372,47,Female,68694,Bachelor,Urban,602,Premium,PayPal,30,3537.59,117.92,41,1.5,7.3,1.9,8,36.0,39.3,3,6.3,13.0,1,177,2,Books,5,5.0,20.0,59.5,1
CUST0373,61,Male,111165,Bachelor,Suburban,99,VIP,Credit Card,10,781.68,78.17,55,3.03,4.4,2.0,6,20.2,35.5,3,7.6,71.0,1,0,0,Books,5,56.9,40.5,48.6,0
CUST0374,54,Female,91555,Bachelor,Suburban,71,Basic,Debit Card,6,552.08,92.01,51,2.54,12.5,3.0,3,76.4,29.8,2,4.3,22.0,1,0,1,Clothing,2,53.5,15.8,61.3,1
CUST0375,72,Male,87038,High School,Rural,208,Basic,PayPal,4,606.88,151.72,15,0.58,1.6,2.4,11,67.8,30.5,0,9.9,94.0,1,289,1,Electronics,3,13.0,7.3,36.1,0
CUST0376,28,Female,45808,High School,Suburban,1044,VIP,Debit Card,112,18617.05,166.22,18,3.22,14.3,1.7,5,43.8,25.3,3,,43.0,1,1582,3,Beauty,1,58.2,1.9,80.2,1
CUST0377,53,Female,89333,High School,Suburban,495,Basic,Debit Card,9,99.66,11.07,51,0.55,15.8,18.9,7,40.2,56.4,1,7.6,66.0,0,290,0,Beauty,2,61.6,22.6,39.3,0
CUST0378,42,Female,83012,PhD,Urban,217,Basic,Credit Card,13,689.57,53.04,19,1.8,9.2,5.1,13,59.5,34.8,2,4.3,-31.0,0,73,0,Sports,4,63.4,4.3,55.2,1
CUST0379,72,Female,127418,PhD,Urban,291,Basic,Credit Card,13,1014.16,78.01,10,1.34,23.5,1.0,7,56.0,,0,10.0,72.0,1,2,0,Sports,4,78.9,4.3,5.6,0
CUST0380,27,Male,25034,Bachelor,Rural,35,Basic,Credit Card,0,0.0,0.0,21,0.0,10.9,1.8,5,43.1,29.0,1,4.9,1.0,0,173,0,Electronics,2,49.3,39.6,25.9,0
CUST0381,27,Male,28097,Bachelor,Urban,1668,Basic,Debit Card,69,6449.22,93.47,14,1.24,10.0,2.5,5,37.6,20.8,0,8.7,61.0,5,307,2,Books,2,32.5,7.1,33.1,0
CUST0382,31,Male,28676,Bachelor,Urban,439,VIP,Credit Card,43,2360.07,54.89,4,2.94,1.5,3.4,3,77.0,36.9,3,5.6,8.0,0,436,3,Books,3,9.4,12.1,84.0,1
CUST0383,18,Male,20000,Bachelor,Suburban,134,Premium,Credit Card,4,381.39,95.35,79,0.9,16.5,8.3,5,66.0,48.9,2,6.0,35.0,2,0,1,Beauty,3,22.5,19.6,73.2,1
CUST0384,32,Female,56305,Master,Urban,352,Basic,Debit Card,4,223.88,55.97,86,0.34,3.9,5.9,9,47.4,55.8,5,4.7,3.0,0,1290,1,Beauty,6,16.8,10.1,62.7,1
